ID,TR,EN,DE,RU,GLUTEN,MILK,EGG,FISH
1946,BILDIRCIN ŞİŞ,QUAIL SKEWERS,WACHTEL-SPIEßE,ПЕРЕПЕЛКА НА ШАМПУРЕ,0,0,0,0
1947,BILDIRCIN IZGARA,GRILLED QUAIL,GEGRILLTE WACHTEL,ПЕРЕПЕЛКА НА ГРИЛЕ,0,0,0,0
1948,ARPACIK SOĞAN SOS,SHALLOT SAUCE,SCHALOTTEN-SAUCE,СОУС ИЗ ЛУКА ШАЛОТА,0,0,0,0
1949,KREMALI SİYAH FASULYE ÇORBASI,CREAMED BLACK BEANS SOUP,RAHMSPINAT SCHWARZE BOHNEN SUPPE,СУП ИЗ ЧЕРНОГЛАЗОЙ ФАСОЛИ,0,0,0,0
1950,ZERDEÇALLI KALAMAR,SQUID WITH TURMERIC,TINTENFISCH MIT KURKUMA,КАЛЬМАРЫ С КУРКУМОЙ,0,0,0,0
1951,KIYMALI YAPRAK SARMA,FILLED VINE LEAVES WITH MINCED MEAT,GEFÜLLTE WEINBLÄTTER MIT HACKFLEISCH,ФАРШИРОВАННЫЕ ЛИСТЬЯ,0,0,0,0
1952,GORDON BLUE,GORDON BLUE,GORDON BLUE,ШНИЦЕЛЬ ИЗ ТЕЛЯТИНЫ,0,0,0,0
1953,TRANŞ LİMON,TRANCHE LEMON,TRANCHE ZITRONE,ТРАНШ ЛИМОН,0,0,0,0
1954,KARNШBAHAR MÜCVER,PATE OF CAULIFLOWER,PATE VON BLUMENKOHL,ПАШТЕТ ИЗ ЦВЕТНОЙ КАПУСТЫ,0,0,0,0
1955,ELMA DİLİM PATATES,POTATO WEDGES,KARTOFFEL-WEDGES,КАРТОФЕЛЬ ПО-ДЕРЕВЕНСКИ,0,0,0,0
1956,AVOKADO VE KIRMIZI BİBERLİ PİLAV,RICE WITH AVOCADO AND RED PEPPER,REIS MIT AVOCADO UND ROTER PFEFFER,РИС С АВОКАДО И КРАСНЫМ ПЕРЦЕМ,0,0,0,0
1957,PATATES YATAĞINDA BEZELYE,POTATOE WITH PEAS,KARTOFFEL MIT ERBSEN,КАРТОФЕЛЬ С ГОРОШКОМ,0,0,0,0
1958,SİYAH FASULYELİ VE KALAMARLI PENNE,PENNE WITH BLACK BEANS AND SQUID,PENNE MIT SCHWARZEN BOHNEN UND SQUID,ПЕННЕ С ЧЕРНОГЛАЗОЙ ФАСОЛЬЮ И КАЛЬМАРАМИ,0,0,0,0
1959,SPATZLE,SPATZLE,SPATZLE,ШПЕЦЛЕ-МАКАРОННЫЕ ИЗДЕЛИЯ,0,0,0,0
1960,ELMALI КОNYAK SOS,COGNAC SAUCE WITH APPLE,COGNAC-SAUCE MIT APFEL,КОНЬЯЧНЫЙ СОУС С ЯБЛОКАМИ,0,0,0,0
1961,HAŞHAŞLI PİLİÇ SOTE,SAUTED CHICK WITH POPPY,SAUTIERTES CHICK MIT MOHN,КУРИНЫЙ РАГУ С МАКОМ,0,0,0,0
1962,KIZARMIŞ KARNABAHAR SOĞANLI,FRIED CAULIFLOWER WITH ONION,GEBRATENER BLUMENKOHL MIT ZWIEBELN,ЦВЕТНАЯ КАПУСТА ЖАРЕНАЯ С ЛУКОМ,0,0,0,0
1963,DOMATES RAGU,TOMATO RAGU,TOMATEN RAGU,ТОМАТНЫЙ РАГУ,0,0,0,0
1964,IZGARA BALIK FİLETO,GRILLED FISH FILLET,GEGRILLTES FISCHFILET,РЫБНОЕ ФИЛЕ НА ГРИЛЕ,0,0,0,0
1965,KURU MEYVELİ BURGU MAKARNA,LAMB SHANKS ROLLED BY BICEPS,LAMMKEULE VON BIZEPS GEROLLT,РОЛЛЫ ИЗ ЯГНЕНКА В МАНГОЛЬДЕ,0,0,0,0
1966,YER ELMALI HAVUÇ SOTE,CARROT SAUTEED WITH TOPINAMBUR,KAROTTE SAUTIERTEN MIT TOPINAMBUR, МОРКОВНЫЙ РАГУ С ТОПИНАМБУРОМ,0,0,0,0
1967,HAŞLAMA DANA ETİ,BOILED BEEF WITH VEGETABLES,GEKOCHTES RINDFLEISCH,ОТВАРНАЯ ТЕЛЯТИНА,0,0,0,0
1968,NAR EKŞİLİ KAŞIK SALATA,SPOON SALAD WITH POMEGRANATE,LÖFFEL-SALAT MIT GRANATAPFEL,САЛАТ С ГРАНАТНЫМ СОУСОМ,0,0,0,0
1969,PEYNİRLİ TAVUK SARMA,FILLED CHICKEN WITH CHEESE,GEFÜLLTES HUHN MIT KÄSE,КУРИНЫЕ РУЛЕТИКИ С СЫРОМ,0,0,0,0
1970,BROKOLİLİ DOMATES DOLMASI,FILLED TOMATO WITH BROCCOLI,GEFÜLLTE TOMATEN MIT BROKKOLI,ФАРШ.БРОККОЛИ С ПОМИДОРОМ,0,0,0,0
1971,PİRİNÇLİ SEMİZOTU,PURSLANE WITH RICE,PORTULAK MIT REIS,ПОРТУЛАК С РИСОМ,0,0,0,0
1972,SAFRAN SOS,SAFFRON SAUCE,SAFRANSAUCE,ШАФРАНОВЫЙ СОУС,0,0,0,0
1973,BALIK ,FISH ,FISCH ,РЫБА,0,0,0,0
1974,BOUİLLABAİSSE -BALIK- ÇORBASI,BOUILLABAISSE SOUP,BAUİLLABAİSSE SUPPE,РЫБНЫЙ СУП,0,0,0,0
1975,BADEMLİ BALIK,FISH WITH ALMOND,FISCH MIT MANDELN,РЫБА С МИНДАЛЕМ,0,0,0,0
1976,TAZE BAMYA YAHNİ,GUMBO,GUMBO,ТУШЕНАЯ БАМЬЯ,0,0,0,0
1977,PİLİÇ FLORANTİN,CHICKEN FLORANTİN,HUHN FLORANTİN,КУРИНЫЙ ФЛОРАНТИН,0,0,0,0
1978,DENİZ MAHSÜLLERİ MÜCVER,SEAFOOD PATE,MEERESFRÜCHTE-PASTETE,ПАШТЕТ ИЗ МОРЕПРОДУКТОВ,0,0,0,0
1979,PAELLA- DENİZ ÜRÜNLÜ PİLAV,PAELLA,PAELLA,ПАЭЛЬЯ-ПЛОВ С МОРЕПРОДУКТАМИ,0,0,0,0
1980,AHTAPOTLU LİNGUİNE - İnce Erişte,LINGUINE WITH OCTOPUS,LINGUINE MIT TINTENFISCH,ЛИНГВИНИ С ОСЬМИНОГОМ И ТОНКОЙ ЛАПШОЙ,0,0,0,0
1981,SARIMSAKLI BURGU MAKARNA,SPIRAL PASTA WITH GARLIC,SPIRAL-NUDELN MIT KNOBLAUCH,МАКАРОНЫ С ЧЕСНОКОМ,0,0,0,0
1982,ISPANAKLI LAZANYA,LASAGNE WITH SPINACH,LASAGNE MIT SPINAT,ЛАЗАНЬЯ СО ШПИНАТОМ,0,0,0,0
1983,LİMONLU ROKA SOS,ARUGULA SAUCE WITH LEMON,RUCOLA-SAUCE MIT ZITRONE,СОУС РУККОЛА С ЛИМОНОМ,0,0,0,0
1984,BALIKLI VOLOVAN,FISH VOL-AU-VENTS,FISCH VOL-AU-VENTS,РЫБНЫЕ ВОЛОВАНЫ,0,0,0,0
1985,MİDYE TAVA,PAN FRIED MUSSELS,PFANNE GEBRATENE MUSCHELN,,0,0,0,0
1986,ZEYTİNLİ VE TONBALIKLI RAGU,RAGU WITH OLIVE AND TUNAFISH,RAGU MIT OLIVEN UND THUNFISCH,РАГУ С ОЛИВКАМИ И ТУНЦОМ,0,0,0,0
1987,ZEYTİN SOS,OLIVE SAUCE,OLIVEN SAUCE,ОЛИВКОВЫЙ СОУС,0,0,0,0
1988,YEŞİL SALATA ÜZERİNDE SOMON TERİN,SALMON TERRINE ON GREEN SALAD,LACHS-TERRINE AUF GRÜNEM SALAT,ЛОСОСЬ В ЗЕЛЕНОМ САЛАТЕ,0,0,0,0
1989,KABUKLU MİDYE,SHELLED MUSSELS,GESCHÄLTE MIESMUSCHELN,МИДИИ В РАКУШКЕ,0,0,0,0
1990,JUMBO KARİDES,JUMBO SHRIMP,JUMBO SHRIMP,КРЕВЕТКИ ДЖАМБО,0,0,0,0
1991,BÜTÜN BALIK,ALL FISH,ALLE FISCHE,РЫБА ЦЕЛЬНАЯ,0,0,0,0
1992,MİLFÖY BÖREK,PUFF PASTRY PIE,BLÄTTERTEIG-TORTE,ЛЕПЕШКА-БЕРЕК ,0,0,0,0
1993,TAZE FASULYE BUKETİ,BOUQUET OF GREEN BEANS,BOUQUET AUS GRÜNE BOHNEN,БУКЕТ ИЗ СТРУЧКОВОЙ ФАСОЛИ,0,0,0,0
1994,DEREOTU SOS,DILL SAUCE,DILLSAUCE,УКРОПНЫЙ СОУС,0,0,0,0
1995,SEBZELİ RİZOTTO,VEGATABLE RISOTTO,RISOTTO MIT GEMÜSE,РИЗОТТО С ОВОЩАМИ,0,0,0,0
1996,DANA RULO SARMA,BEEF ROULADE,KALBFLEİSCH-ROULADEN,РУЛЕТИКИ ИЗ ТЕЛЯТИНЫ,0,0,0,0
1997,DANA CARPACCIO,BEEF CARPACCIO,KALBFLEISCH  CARPACCIO,ТЕЛЯТИНА КАРПАЧО,0,0,0,0
1998,KARİDES PROVANSAL,SHRIMP PROVENCALE, GARNELLA PROVANSAL, КРЕВЕТКИ ПРОВАНСАЛЬ,0,0,0,0
1999,DANA ŞİNİTZEL,BEEF SCHNITZEL,KALBFLEISCH SCHNİTZEL,ШНИЦЕЛЬ ИЗ ТЕЛЯТИНЫ,0,0,0,0
2000,BASMATİ PİLAV,BASMATI RICE,BASMATI-REIS,РИС БАСМАТИ,0,0,0,0
2001,KARİDES ÇORBASI,SHRIMP BISQUE,GARNELEN BISQUE,СУП ИЗ КРЕВЕТОК,0,0,0,0
2002,ROKFOR SOSLU TAVUK BONFİLE,CHICKEN STEAK WITH ROKKFOR SAUCE,HÜHNERSTEAK MIT ROKKFOR-SAUCE,КУРИНЫЙ СТЕЙК С СОУСОМ ROKKFOR,0,0,0,0
2003,KREMALI TARÇINLI PATATES,POTATE WITH CREAM AND CINNAMON,KARTOFFEL MIT SAHNE UND ZIMT,КАРТОФЕЛЬ СО СЛИВКАМИ И КОРИЦЕЙ,0,0,0,0
2004,HİNDİ RULO MANTAR SOSLU,TURKEY ROLL WITH MUSHROOM SAUCE,TÜRKEI ROLL MIT PILZSAUCE,РУЛЕТИКИ ИЗ ИНДЕЙКИ В ГРИБНОМ СОУСЕ,0,0,0,0
2005,EKMEK KÖFTESİ,BREAD DUMPLINGS,SEMMELKNÖDEL,ХЛЕБНЫЕ КОТЛЕТЫ,0,0,0,0
2006,LAHANA DOLMA,CABBAGE ROLLS,KOHL ROLLEN,ГОЛУБЦЫ,0,0,0,0
2007,POÇİNİ MANTARLI TAGLİATELLE,RORCHINI MUSHROOM TAGLIATELLE,RORCHINI PILZ TAGLIATELLE,ГРИБНАЯ ЛАПША RORCHINI,0,0,0,0
2008,TAVUKLU RAVİOLİ,CHICKEN RAVIOLI,HUHN-RAVIOLI,КУРИНЫЕ ПЕЛЬМЕНИ,0,0,0,0
2009,ISPANAKLI KANELONİ,SPINACH CANNELONI,SPINAT-CANNELONI,ШПИНАТ КАННЕЛОНИ,0,0,0,0
2010,SOMON STRUDELN,SALMON STRUDELN,LACHS STRUDELN,ШТРУДЕЛЬ ИЗ ЛОСОСЯ,0,0,0,0
2011,KREMALI LİMON SOS,CREAMED LEMON SAUCE,RAHMSPINAT ZITRONENSAUCE,ЛИМОННО-СЛИВОЧНЫЙ СОУС,0,0,0,0
2012,KAĞITTA BALIK,FISH IN PAPER,FISCH IN PAPIER,ЗАПЕЧЕНАЯ РЫБА,0,0,0,0
2013,SEBZELİ ET SUYU ÇORBASI,BROTH SOUP WITH VEGETABLE,BRÜHE SUPPE MIT GEMÜSE,МЯСНОЙ БУЛЬОН С ОВОЩАМИ,0,0,0,0
2014,BONFİLE CHURRASCO,STEAK CHURRASCO,CHURRASCO STEAK,СТЕЙК CHURRASCO,0,0,0,0
2015,BERNEZ SOS,BERNEZ SAUCE,BERNEZ SAUCE,BERNEZ СОУС,0,0,0,0
2016,TEREYAĞLI HAVUÇ,BUTTERED CARROTS,GEBUTTERTE MÖHREN,МОРКОВЬ В СЛИВОЧНОМ МАСЛЕ,0,0,0,0
2017,BARBEKÜ SOS,BBQ SAUCE,BBQ-SAUCE,СОУС БАРБЕКЮ,0,0,0,0
2018,MERCİMEK ÇORBASI IZGARA SEBZELİ,LENTIL SOUP WITH GRILLED VEGETABLES,LINSENSUPPE MIT GRILLGEMÜSE,СУП ИЗ ЧЕЧЕВИЦЫ С ОВОЩАМИ НА ГРИЛЕ,0,0,0,0
2019,BEZELYELİ TAVUK ÇORBA,CHICKEN SOUP WITH PEAS,HÜHNERSUPPE MIT ERBSEN,КУРИНЫЙ СУП С ГОРОШКОМ,0,0,0,0
2020,BAHARATLI PATATES DİLİMLERİ,SPICY POTATO SLICES,WÜRZIGE KARTOFFEL-SCHEIBEN,ПРЯНЫЙ КАРТОФЕЛЬ ЛОМТИКАМИ,0,0,0,0
2021,DOMATESLİ KARNABAHAR,CAULIFLOWER WITH TOMATO,BLUMENKOHL MIT TOMATEN,ЦВЕТНАЯ КАПУСТА С ПОМИДОРАМИ,0,0,0,0
2022,ELMALI KÖRİ SOS,CURRY SAUCE WITH APPLE,CURRYSAUCE MIT APFEL,СОУС КАРРИ С ЯБЛОКАМИ,0,0,0,0
2023,BAHARATLI YOĞURT SOS,SPICY YOGURT SAUCE,PIKANTE JOGHURT-SAUCE,ПРЯНЫЙ ЙОГУРТОВЫЙ СОУС,0,0,0,0
2024,KÖFTELİ İSLİM KEBAB,LAMB WITH AUBERGINE AND MEATBALLS,KALB KEBAB MIT AUBERGİNEN UND FRIKADELLEN,ФРИКАДЕЛЬКИ,0,0,0,0
2025,ROKA SOSLU GNOCCHİ,GNOCCHI WITH ARUGULA SAUCE,GNOCCHI MIT RUCOLA-SAUCE,ГНОЧЧИ С СОУСОМ ИЗ РУККОЛЫ,0,0,0,0
2026,PEYNİR SOSLU LİNGUİNE -İnce Erişte,LINGUINE WITH CHEESE SAUCE,NUDELN MIT KÄSESAUCE,ЛАПША С СЫРНЫМ СОУСОМ,0,0,0,0
2027,FRANSIZ BEZELYE,BAKED PASTA WITH VEGETABLE,GEBRATENE NUDELN MIT GEMÜSE,ЗАПЕЧЕННЫЕ МАКАРОНЫ С ОВОЩАМИ,0,0,0,0
2028,TAVUK ÇEVİRME,CHICKEN,HUHN,КУРИЦА НА ВЕРТЕЛЕ,0,0,0,0
2029,TAVUK GULAŞ,CHICKEN GOULASH,HÄHNCHEN-GULASCH,КУРИНЫЙ ГУЛЯШ,0,0,0,0
2030,BALIK MENUER,FISH MENUER,FISCH MENUER,РЫБНОЕ БЛЮДО,0,0,0,0
2031,TAVUK KÖFTE,CHICKEN MEATBALLS, 'KÖFTE' VOM HUHN,КУРИНЫЕ ФРИКАДЕЛИ,0,0,0,0
2032,MANTAR SOSLU BURGU MAKARNA,SPIRAL PASTA WITH MUSHROOM SAUCE,SPIRAL-NUDELN MIT PILZSAUCE,МАКАРОНЫ В ГРИБНОМ СОУСЕ,0,0,0,0
2033,SEBZELİ LAZANYA,LASAGNE WITH VEGETABLE,LAZAGNE MIT GEMUSE,ЛАЗАНЬЯ  C ОВОЩАМИ,0,0,0,0
2034,TEMPURA SOSLU BROKOLİ,BROCCOLI WITH THE TEMPURA SAUCE,BROKKOLI MIT TEMPURA-SAUCE,БРОККОЛИ С СОУСОМ ТЕМПУРА,0,0,0,0
2035,PARİZYEN SEBZE,PARISIAN VEGETABLE,PARISER GEMÜSE,ОВОЩИ ПО-ПАРИЖСКИ,0,0,0,0
2036,PATATES KIZARTMASI,FRIED POTATOES,BRATKARTFFELN,ЖАРЕНЫЙ КАРТОФЕЛЬ,0,0,0,0
2037,ISPANAK DOMATES VE PİRİNÇLİ,SPINACH WITH TOMATO AND RICE,SPINAT MIT TOMATEN UND REIS,ШПИНАТ С ПОМИДОРАМИ И РИСОМ,0,0,0,0
2038,MANTARLI LAHANA GRATEN,CABBAGE GRATIN WITH MUSHROOMS,KOHL-GRATIN MIT CHAMPIGNONS,КАПУСТА ЗАПЕЧЕНАЯ С ГРИБАМИ,0,0,0,0
2039,PIRASA MÜCVER,LEEK PATE,LAUCH-PASTETE,ПАШТЕТ ИЗ ЛУКА-ПОРЕЯ,0,0,0,0
2040,FRANSIZ BEZELYE,FRENCH STYLE PEAS,FRANZÖSISCHEN STIL ERBSEN,ФРАНЦУЗСКИЙ СТИЛЬ ГОРОХ,0,0,0,0
2041,ZEYTİNLİ VE KAPARİLİ PENNE,PENNE WITH OLIVE AND CAPERS,PENNE MIT OLIVEN UND KAPERN,ПЕННЕ С ОЛИВКАМИ И КАПЕРСАМИ,0,0,0,0
2042,TONBALIĞI IZGARA,GRILLED TUNA,GEGRILLTER THUNFISCH,ТУНЕЦ НА ГРИЛЕ,0,0,0,0
2043,KALAMAR SOTE SOYA SOSLU,CALAMARI SAUTEED WITH SOY SAUCE,MIT SOJA-SAUCE SAUTIERTEN CALAMARI,"КАЛЬМАРЫ, ОБЖАРЕННЫЕ С СОЕВЫМ СОУСОМ",0,0,0,0
2044,DOMATESLİ KABAK,COURGETTES WITH TOMATO ,ZUCCHINI MIT TOMATEN,КАБАЧКИ С ПОМИДОРАМИ,0,0,0,0
2045,BALIK RULO SEBZELİ,FISH ROULADE WITH VEGETABLE,FISCH-ROULADE MIT GEMÜSE,РУЛЕТ ИЗ РЫБЫ С ОВОЩАМИ,0,0,0,0
2046,ENGİNARLI TAVUK GÜVEÇ,CHICKEN CASSEROLE WITH ARTICHOKE,HÄHNCHEN-AUFLAUF MIT ARTISCHOCKE,КУРИНАЯ ЗАПЕКАНКА С АРТИШОКАМИ,0,0,0,0
2047,HAVUÇ PÜRE,CARROT PUREE,KAROTTEN-PÜREE,ПЮРЕ ИЗ МОРКОВИ,0,0,0,0
2048,BURGAZ KEBAP,BURGAS KEBAB,BURGAS-KEBAB,"ШАШЛЫК ""БУРГАЗ""",0,0,0,0
2049,BROKOLİ BADEMLİ VE KAŞARLI,BROCCOLI WITH ALMONDS AND CHEESE,BROKKOLI MIT MANDELN UND KÄSE,БРОККОЛИ С МИНДАЛЕМ И СЫРОМ,0,0,0,0
2050,TON BALIKLI BURGU MAKARNA,SPIRAL PASTA WITH TUNA,SPIRAL-NUDELN MIT THUNFISH,МАКАРОНЫ С ТУНЦОМ,0,0,0,0
2051,PESTO SOSLU PENNE,PENNE WITH PESTO SAUCE,PENNE MIT PESTO-SAUCE,ПЕННЕ С СОУСОМ ПЕСТО,0,0,0,0
2052,DOMATESLİ FIRIN MAKARNA,OVEN PASTA WITH TOMATO,OFEN-NUDELN MIT TOMATEN,"МАКАРОНЫ В ТОМАТЕ,ЗАПЕЧЕННЫЕ В ДУХОВКЕ",0,0,0,0
2053,KIZARMIŞ PİLAV,FRIED RICE,GEBRATENER REIS,ЖАРЕНЫЙ РИС,0,0,0,0
2054,ROZMARİN SOS,ROSE MARY SAUCE,ROSE MARY SAUCE,РОЗМАРИНОВЫЙ СОУС,0,0,0,0
2055,HAVUÇ KARAMELLİ,CARROT CARAMEL,KAROTTE-KARAMEL,КАРАМЕЛИЗИРОВАННАЯ МОРКОВЬ,0,0,0,0
2056,DEREOTLU PATATES SALSA SOSLU,POTATO WITH DILL AND SALSA SAUCE,KARTOFFEL MIT DILL UND SALSA SAUCE,КАРТОФЕЛЬ С УКРОПОМ И СОУСОМ САЛЬСА,0,0,0,0
2057,TAZE BAHARAT SOS,FRESH HERBS SAUCE,FRISCHE KRÄUTER-SAUCE,СОУС СО СПЕЦИЯМИ,0,0,0,0
2058,SEBZELİ TAVUK SARMA,FILLED CHICKEN WITH VEGETABLES,GEFÜLLTES HUHN MIT GEMÜSE,КУРИНО-ОВОЩНЫЕ РОЛЛЫ,0,0,0,0
2059,KREMALI HİNDİ ÇORBASI,CREAMED TURKEY SOUP,RAHMSPINAT TÜRKEI SUPPE,СУП ИЗ ИНДЕЙКИ СО СЛИВКАМИ,0,0,0,0
2060,PEYNİRLİ BROKOLİ,BROCCOLI WITH CHEESE,BROKKOLI MIT KÄSE,БРОККОЛИ С СЫРОМ,0,0,0,0
2061,DOMATES SOSLU BALIK,FISH WITH TOMATO SAUCE,FISCH MIT TOMATEN-SAUCE,РЫБА В ТОМАТНОМ СОУСЕ,0,0,0,0
2062,MISIR MÜCVER,SWEETCORN PATE,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,"КУКУРУЗНЫЙ ""МУЖВЕР""",0,0,0,0
2063,BEZELYE SOTE,SAUTEED PEAS,SAUTIERTE ERBSEN,СОТЭ ИЗ ГОРОХА,0,0,0,0
2064,ELMALI PIRASA GRATEN,LEEK GRATIN WITH APPLE,PORREE-GRATIN MIT APFEL,"ЛУК-ПОРЕЙ, ЗАПЕЧЕННЫЙ С ЯБЛОКАМИ",0,0,0,0
2065,BAVETTE,BAVETTE WITH FRESH HERBS AND CREAM SAUCE,BAVETTE MIT FRISCHEN KRÄUTERN UND SAHNE-SAUCE,БАВЕТТЕ СО СЛИВКАМИ И СПЕЦИЯМИ,0,0,0,0
2066,DOMATESLİ VE MİDYELİ KEREVİZ,CELERY WITH TOMATO AND MUSSELS,SELLERIE MIT TOMATEN UND MUSCHELN,СЕЛЬДЕРЕЙ С ПОМИДОРАМИ И МИДИЕЙ,0,0,0,0
2067,USKUMRU TAVA,FRIED MACKEREL,GEBRATENE MAKRELE,СКУМБРИЯ ЖАРЕНАЯ,0,0,0,0
2068,SALÇA SOS,SALSA SAUCE,SALSA-SAUCE,ТУР. СОУС-САЛЧА,0,0,0,0
2069,ZERDEÇALLI PİLAV,RICE WITH TURMERIC,REIS MIT KURKUMA,ПЛОВ С КУРКУМОЙ,0,0,0,0
2070,SEBZELİ KARİDES,SHRIMP WITH VEGETABLE,GARNELEN MIT GEMÜSE,КРЕВЕТКИ С ОВОЩАМИ,0,0,0,0
2071,EKŞİLİ KÖFTE,MEATBALLS IN SOUR SAUCE,FRIKADELLEN IN SAURER SAUCE,ТЕФТЕЛИ В КИСЛО-СЛАДКОМ СОУСЕ,0,0,0,0
2072,DOMATESLİ MERCİMEK ÇORBASI,LENTIL SOUP WITH TOMATO,LINSENSUPPE MIT TOMATEN,СУП ИЗ ЧЕЧЕВИЦЫ С ПОМИДОРАМИ,0,0,0,0
2073,EZO GELİN ÇORBASI,ALACA SOUP,ALACA SUPPE,АЛАДЖА СУП,0,0,0,0
2074,YER ELMALI MISIR SOTE,SAUTEED SWEET CORN WITH JERUSALEM ARTICHOKE,SAUTIERTE ZUCKERMAIS MIT TOPINAMBUR,СОТЭ ИЗ КУКУРУЗЫ С ТОПИНАМБУРОМ,0,0,0,0
2075,ENGİNARLI BROKOLİ DOLMA,FILLED BROCCOLI WITH ARTICHOKE,GEFÜLLTE BROKKOLI MIT ARTISCHOCKE,ФАРШ.АРТИШОК С БРОККОЛИ,0,0,0,0
2076,SPAGETTİ CARBONARA,SPAGHETTI CARBONARA,SPAGHETTI CARBONARA,СПАГЕТТИ КАРБОНАРА,0,0,0,0
2077,ARABIATTA SOSLU PENNE,PENNE WITH ARABIATA SAUCE,PENNE ARABIATA SAUCE,ПЕННЕ С СОУСОМ ARABIATA,0,0,0,0
2078,BOLONEZ SOSLU FIRIN MAKARNA,OVEN BAKED PASTA WITH BOLOGNESE,OFEN GEBACKENE NUDELN MIT BOLOGNESE,ЗАПЕЧЕННЫЕ МАКАРОНЫ С БОЛОНЬЕЗЕ В ДУХОВКЕ,0,0,0,0
2079,TAZE FASULYE BASTI,GREEN BEANS,GRÜNE BOHNEN,СТРУЧКОВАЯ ФАСОЛЬ,0,0,0,0
2080,BALIK FİLETO,FISH FILLET,FISCH-FILETO,РЫБНОЕ ФИЛЕ,0,0,0,0
2081,SALСA SOSLU PATATES,POTATO WITH SALSA SAUCE,KARTOFFELN MIT SALSA-SAUCE,КАРТОФЕЛЬ С ТУР. СОУСОМ,0,0,0,0
2082,SEBZELİ ÇİN MAKARNASI ,NOODLE WITH VEGETABLE,NUDELN MIT GEMÜSE,ЛАПША С ОВОЩАМИ ПО-КИТАЙСКИ,0,0,0,0
2083,LOR PEYNİRLİ TALAŞ BÖREĞİ,TURKISH PASTRY WITH COTTAGE CHEESE,TÜRKISCHE GEBÄCK MIT QUARK,ТУРЕЦКАЯ ВЫПЕЧКА С ТВОРОГОМ,0,0,0,0
2084,BADEMLİ YER ELMASI,JERUSALEM ARTICHOKE WITH ALMOND,TOPINAMBUR MIT MANDELN,ТОПИНАМБУР С МИНДАЛЕМ,0,0,0,0
2085,YER FISTIKLI HAVUÇ SOTE,CARROT SAUTEED WITH PEANUT,SAUTIERTEN KARROTTEN MIT ERDNUSS,МОРКОВНОЕ СОТЭ С АРАХИСОМ,0,0,0,0
2086,KİŞNİŞLİ VE SOYALI KUZU,LAMB WITH CORIANDER AND SOY,LAMM MIT KORIANDER UND SOJA,БАРАНИНА С КИНЗОЙ И СОЕВЫМ СОУСОМ,0,0,0,0
2087,KONKASE SOS,KONKASSE SAUCE,KONKASSE SAUCE,СОУС KONKASSE ,0,0,0,0
2088,PATATES GNOGETTİ,POTATO GNOGETTİ,KARTOFFELN GNOGETTİ,КАРТОШКА GNOGETTI,0,0,0,0
2089,KAPARİ VE ANÇÜEZLİ PENNE,PENNE WITH CAPERS AND ANCHOVIES,PENNE MIT KAPERN UND SARDELLEN,ПЕННЕ С КАПЕРСАМИ И АНЧОУСАМИ,0,0,0,0
2090,KREM SOSLU FIRIN MAKARNA,OVEN BAKED PASTA WITH CREAM SAUCE,OFEN GEBACKENE NUDELN MIT SAHNESAUCE,ЗАПЕЧЕННЫЕ МАКАРОНЫ СО СЛИВОЧНЫМ СОУСОМ,0,0,0,0
2091,PATATES PROVANSAL,POTATOES PROVANSAL,KARTOFFELN PROVANSAL,КАРТОФЕЛЬ ПРОВАНСАЛЬ,0,0,0,0
2092,TAVUK GÜVEÇ,CHICKEN CASSEROLE,HUHNCHEN CASSAROLLE,ТУШЕНАЯ КУРИЦА,0,0,0,0
2093,HAŞHAŞLI BALIK PANE,FISH IN BREADCRUMBS WITH POPPY SEEDS,FISCH IN PANIERMEHL MIT MOHN,РЫБА В СУХАРЯХ С МАКОМ,0,0,0,0
2094,BEYAZ ŞARAP SOS,WHITE WINE SAUCE,WEISSWEIN-SAUCE,СОУС БЕЛЫМ ВИНОМ,0,0,0,0
2095,BROKOLİ GRATEN,BROCCOLI GRATIN,BROKKOLI-GRATIN,ЗАПЕКАНКА БРОККОЛИ ,0,0,0,0
2096,SEBZELİ DANA SARMA,BEEF ROULADE WITH VEGETABLE,RINDSROULADE MIT GEMÜSE,РУЛЕТ ИЗ ГОВЯДИНЫ С ОВОЩАМИ,0,0,0,0
2097,SAFRANLI BASMATİ PİLAV,BASMATI RICE WITH SAFFRON,BASMATI-REIS MIT SAFRAN,БАСМАТИ РИС С ШАФРАНОМ,0,0,0,0
2098,DİET BROKOLİ 40 KCAL (100gr),BROCCOLI 40 KCAL (100gг),BROKKOLI 40 KCAL (100gг),БРОККОЛИ 40 KCAL (100 г),0,0,0,0
2099,SARAY KÖFTE,SARAY MEATBALL,SARAY FRIKADELLE,ФРИКАДЕЛЬКИ ПО-КОРОЛЕВСКИ,0,0,0,0
2100,YEŞİL MERCİMEKLİ BULGUR PİLAVI,CRACKED WHEAT RICE WITH GREEN LENTILS,WEIZENGRUTZE REIS MIT GRÜNEN LINSEN,ПЛОВ ИЗ БУЛГУРА С ЧЕЧЕВИЦЕЙ,0,0,0,0
2101,ROKALI MERCİMEK ÇORBASI,LENTIL SOUP WITH ARUGULA,LINSENSUPPE MIT RUCOLA,СУП ИЗ ЧЕЧЕВИЦЫ С РУККОЛОЙ,0,0,0,0
